SampleN,SumTS,Li_S,Be_S,Na_S,Mg_S,K_S,Ca_S,Sc_S,Ti_S,V_S,Cr_S,Mn_S,Fe_S,Co_S,Ni_S,Cu_S,Zn_S,Ga_S,Ge_S,As_S,Rb_S,Sr_S,Y_S,Zr_S,Nb_S,Mo_S,Cd_S,Sn_S,Sb_S,Cs_S,Ba_S,La_S,Ce_S,Pr_S,Nd_S,Sm_S,Eu_S,Gd_S,Tb_S,Dy_S,Ho_S,Er_S,Yb_S,Hf_S,Pb_S,Th_S,AN,AP,AK,pH,EC,NH4_N,NO3_N,N.N,TN,OM,SoilType,Longitude,Latitude,ALT_extract,Landscape,DI,GDD0,GDD5,GP,MI,MTCO,MTWA,Tmax,Tmin
E6_2_9,8.96830379,13.15239632,0.797968371,88.75559868,8403.909553,4180.18776,25889.56482,5.745310629,696.8665616,49.08505438,62.36993145,468.3543303,26638.17499,12.08633871,37.29568016,29.35314631,65.65653251,7.3349284,1.817742287,5.693881912,44.28770313,34.07696646,10.00339022,4.740933481,1.477292157,0.375563092,0.606293271,6.750853321,0.574140867,8.225837737,114.5018088,22.48181884,48.48024886,5.605341623,20.94093166,3.91811884,0.801961855,3.55550562,0.439579316,2.22429504,0.389993242,1.011421781,0.799656916,0.109215628,21.31448494,9.181311514,127.05,4.388239518,152.25,8.04,134.8,4.49,2.74,7.23,770.6006,8.089986119,Clay,110.007054,33.845489,771,Mountain,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_10,5.1858526,11.88462664,0.737777137,142.6063295,7696.766603,3697.904564,21777.4025,5.086995283,671.8689167,43.39222717,51.38888675,422.9129078,23669.91031,10.64085781,32.69038251,42.53156776,72.48085477,6.5366919,1.696766113,5.143171158,37.87955518,29.93690869,9.143376033,5.021684784,1.577698149,0.372102106,0.791358439,5.734946549,0.572344809,7.299746506,99.8196711,21.13107906,45.34605332,5.210401259,19.36069502,3.597047346,0.742840865,3.266877766,0.399485871,1.999986591,0.356575832,0.924595074,0.703303771,0.121966036,22.85892836,9.61120164,217.8484,4.599080184,153.25,8.03,133.1,5.16,3.4,8.56,892.5686,11.25447493,Clay,110.007054,33.845489,771,Mountain,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_11,16.4319692,12.13074011,0.835804155,108.2383098,5427.314214,2800.732742,8517.425176,5.1306952,579.4392783,39.62888561,40.74307403,474.0301493,25876.85272,10.59343917,27.41871864,37.16536153,58.33763837,7.233100433,1.832135216,10.2508234,31.25005885,22.99749496,12.58739177,3.79427465,1.309098125,0.42039866,0.54113861,6.278292671,0.81181302,5.663913748,150.437646,24.34515555,47.38965904,5.703650744,21.5717093,4.248543314,0.855595828,4.003627489,0.510028657,2.655963128,0.475337614,1.253382435,0.995384651,0.090495341,23.6068958,8.520420742,162.624,4.798080768,128.3,8.05,142.8,4.88,4.76,9.64,935.935,13.62182095,Clay,110.007054,33.845489,771,Mountain,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_12,8.67977539,14.7461393,0.996884295,116.9589791,6793.086335,3698.586869,7166.605225,6.125369192,604.2115262,47.93044166,51.06269913,605.4725289,30724.9016,13.13456184,33.45123453,42.1139604,76.3037539,8.56274408,2.231196524,11.62630043,37.63351666,27.23912542,15.03588067,3.279479508,1.139347824,0.47343984,0.810887982,6.977147255,0.825943794,6.463344227,179.1406804,29.04292495,57.28567817,6.843361011,25.87250334,5.047094415,1.027347182,4.768952031,0.614592537,3.123594819,0.556194208,1.470841881,1.182155215,0.075274487,29.47242494,10.22589951,267.652,7.298832187,206.5,8.07,100.0,5.26,2.9,8.16,856.9946,10.49527037,Clay,110.007054,33.845489,771,Mountain,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_13,13.9920023,14.75988612,0.919938163,113.1664411,9524.14821,4504.260673,29688.26572,6.748600832,666.6791507,54.6803714,70.6096528,526.3632189,30416.34323,13.44944948,40.81746599,41.25984957,71.43164034,8.356998899,2.116669858,6.979668417,47.20882443,38.07495963,11.41374673,3.458727374,1.082760144,0.419376544,0.7568187,8.163906864,0.606419808,8.994057337,132.0243254,26.34685449,55.81766685,6.493495318,24.16301389,4.524642445,0.9226501,4.105697154,0.517197145,2.550241279,0.446398634,1.15321253,0.89064942,0.079171935,24.24230369,11.21839366,189.728,1.862281977,135.15,8.05,136.7,4.78,3.57,8.35,727.573,13.36082988,Clay,110.007054,33.845489,771,Mountain,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_14,17.3927396,14.82269089,0.923896731,111.0581146,9591.665259,4553.374357,30934.77263,6.277769371,658.9592286,50.61504083,56.93416193,559.7145045,29604.39692,13.9873559,39.26009644,43.16183144,104.434749,8.127266196,2.113029205,6.519166466,47.42897188,40.727761,12.56411268,4.577149618,1.297735649,0.449403039,1.114929918,7.188965329,0.668868054,9.205256838,123.6446548,27.2310503,60.69790864,6.846196157,25.64895424,4.851632587,0.991446902,4.391188125,0.54314042,2.762156419,0.48711955,1.24848609,0.964279253,0.105635635,32.16755979,11.74531969,267.652,3.299340132,151.3,8.06,143.1,4.46,4.2,8.66,812.9506,7.798800924,Clay,110.007054,33.845489,771,Mountain,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_15,15.3950345,15.16862091,0.931582254,110.1377499,10114.35543,4911.931756,29202.55859,6.521230839,706.9024427,54.20771245,61.03603178,566.2781217,30834.60816,14.23586559,40.19498642,45.34237202,120.3974728,8.608189822,2.209909761,6.642832309,48.70993047,40.85837223,12.79102516,5.096567434,1.467938543,0.52547707,1.33923322,7.535689127,0.715108331,9.399233099,127.4790846,29.38680488,64.56674578,7.273567942,27.06839089,5.013225257,1.027864692,4.607403225,0.570582104,2.851915634,0.502490674,1.306700541,0.990853581,0.111631421,34.95260991,12.4858465,152.46,4.397889013,170.4,8.08,130.5,3.3,2.85,6.15,868.8526,10.97259796,Clay,110.007054,33.845489,771,Mountain,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E6_2_16,1.5181785,13.19174914,0.832546684,101.9687253,5939.746546,2987.725393,6286.787109,5.482372561,637.2241399,41.85217705,45.28896165,519.4313751,27432.60071,11.43431174,29.80151213,34.45155758,62.31146067,7.70698194,1.966079438,10.56164514,33.34325951,24.68940817,12.44512214,5.52121835,1.495595864,0.458107957,0.635495246,6.506239939,0.877321121,6.12453247,157.9900443,24.95795018,50.96650744,5.90606967,22.13131589,4.384885721,0.896607367,4.045275326,0.521105612,2.686850709,0.4770474,1.264492634,1.007990741,0.134198913,23.89981237,10.92341422,217.8484,3.993769719,148.35,8.25,102.6,4.62,4.23,8.85,807.8686,10.35304584,Clay,110.007054,33.845489,771,Mountain,0.343523026,4517.5,3001.600098,779.7000122,0.521521986,-0.200000003,24.0,39.47999954,-17.22999954
E7_1_5,5.72107581,15.16353974,0.881064443,101.0815911,3280.80257,2167.357614,3603.663489,2.855194901,723.9277227,25.39838884,10.93839398,746.1570338,23183.26668,6.866624724,7.387321876,14.25622763,63.20845348,8.972935079,1.974618497,4.463661553,28.85572202,13.34270813,10.71187781,0.40281708,6.68639937,0.783302309,0.211591197,5.674466693,0.479090165,3.979546218,68.91742327,59.33148746,129.7206172,10.0377936,31.59148452,4.44721685,0.839568679,4.141423613,0.443919729,2.108423592,0.375921251,1.062361757,1.011649825,0.012879814,31.84066813,26.64828215,310.002,17.75596521,133.6,7.3,85.2,7.74,4.15,11.89,1426.6868,15.71637732,Roam,110.248526,34.004912,1101,Slope,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_6,5.43271814,17.28081113,1.221360144,131.6618381,3985.252347,2349.555522,3231.768824,3.373349583,744.9213839,28.59697719,13.07906084,812.3377192,26122.56815,8.30616003,9.430672546,18.16067089,70.60411235,10.2650066,2.248560875,5.887211468,34.58329953,14.23149468,12.58969396,0.440349445,5.68635343,1.070329898,0.201477553,6.317977612,0.553402278,5.12794037,84.65123327,73.22232989,149.5800284,12.51679451,38.65455275,5.54765786,1.042845879,5.018407072,0.544069277,2.606443875,0.461223068,1.283545627,1.171314659,0.016950349,36.96910309,34.7931156,267.652,21.58100871,98.75,6.8,85.8,15.39,3.4,18.79,801.0926,20.39067877,Roam,110.248526,34.004912,1101,Slope,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_7,11.2438111,22.02774209,1.213479819,135.4103108,4515.840574,2331.095335,2645.570803,3.838726199,839.8420086,34.83685058,14.59725439,817.3719559,31455.23398,9.496513381,11.14897876,19.87890147,73.10695055,11.28284361,2.42423175,6.182255287,37.81233332,13.35422781,12.15593955,0.383941571,5.191008294,0.793732423,0.143823339,6.768325983,0.559147765,5.519470188,87.27071989,67.65273959,148.2298688,11.73117012,36.52580935,5.334655608,0.993076283,4.885450924,0.5317308,2.539734663,0.449983664,1.240600169,1.144651488,0.019255672,35.61836927,26.85366187,201.4166,18.25837091,94.0,6.31,61.7,5.95,2.86,8.81,655.2392,10.92941945,Roam,110.248526,34.004912,1101,Slope,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_8,14.1728544,19.09095983,1.231572771,130.8772398,4147.355555,2349.842178,3330.498324,3.528885327,801.3352671,33.23006943,12.34386467,756.9653888,30451.57312,8.544267956,9.398783045,18.52466286,68.58982857,10.53717757,2.433130716,5.868019854,34.4534778,13.44829465,13.20839503,0.46982896,6.275282347,0.788376881,0.160780351,6.69675681,0.554275842,5.310478248,80.28019159,67.58363147,153.1283156,11.90284962,38.19321585,5.634420778,1.066576725,5.193719708,0.573173473,2.754996397,0.488657596,1.354362874,1.259650737,0.019142613,36.39142639,30.01664525,271.2094,19.9505227,139.1,6.02,40.3,5.7,3.72,9.42,990.8206,9.898772566,Roam,110.248526,34.004912,1101,Slope,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_9,6.73847658,20.20601147,1.09463776,120.7308052,4274.685438,2132.737152,3934.22305,3.532709122,918.6536588,32.9373747,12.4397693,791.7210848,29828.01058,8.004933121,8.870543381,15.33685082,71.21546695,10.51981417,2.439648118,5.190300193,29.71347415,13.15347452,12.76348232,0.698899755,8.140119397,0.693419217,0.155549489,6.338687214,0.540744115,4.359974422,70.44565673,67.45681851,146.3098642,11.31944319,36.26599935,5.146349979,0.980956929,4.810597983,0.515664492,2.518150367,0.45970797,1.286302184,1.23246681,0.020401815,35.31977856,36.5885256,157.542,23.72975991,92.6,5.82,87.3,17.17,3.71,20.88,923.9076,14.99542751,Roam,110.248526,34.004912,1101,Slope,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_10,8.81256465,24.27897224,1.203121046,128.8369716,4942.547887,2700.886219,3383.564493,3.968828137,978.3591937,34.60540665,16.58326089,753.6616003,30690.28902,8.94399051,11.41349097,17.51529959,75.63906999,11.64327004,2.50052624,5.91668294,38.92789183,15.21091151,12.7653614,0.771697051,7.600730243,0.972337667,0.133657958,7.056552809,0.620475432,5.461448394,85.56180542,68.97412123,158.3795487,11.69231383,37.25764896,5.340256462,1.018437394,5.004975161,0.546166529,2.606140523,0.46635806,1.290233144,1.219175667,0.030819157,37.19684123,31.06733023,272.734,22.35261246,146.5,5.75,76.4,6.2,4.2,10.4,1100.9306,12.35933007,Roam,110.248526,34.004912,1101,Slope,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_11,6.87017432,20.75752472,1.206714618,125.4724269,3852.969891,2005.998316,6012.046927,3.541515872,1121.255128,44.65322779,11.23861814,841.9227875,41670.35194,8.067099379,7.481015919,16.77132255,73.47071477,11.97900071,3.215399845,4.331361233,24.69294612,18.35413412,17.22956775,1.731605421,10.45376393,1.110398786,0.177081729,7.046191195,0.486392237,4.397026912,75.0924364,84.8096972,188.3300543,14.935241,46.24089369,6.486694342,1.229411729,6.107275317,0.664856317,3.284402682,0.603158609,1.698294191,1.650580962,0.039452327,37.74982718,41.57116442,189.728,17.89284286,131.0,5.72,77.9,10.6,3.0,13.6,827.1802,19.45069845,Roam,110.248526,34.004912,1101,Slope,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_12,4.56409357,19.57773046,0.975590352,92.95780943,3770.126745,1771.027729,3767.414427,3.097722653,904.0384613,29.75444135,9.31913337,670.6175349,26921.9117,6.67482955,7.180094559,11.84442614,63.1775632,9.937171035,2.175711256,4.057446552,24.24466364,13.63573199,11.66014159,0.645613265,6.713841878,0.763320595,0.489948258,5.239094537,0.415868811,3.926886889,63.69874526,64.79533434,141.5704471,10.68204401,33.49048228,4.556358363,0.847420192,4.31977133,0.463838855,2.252253175,0.407227295,1.160628924,1.100367924,0.015609601,31.63328901,33.13388403,271.2094,28.11791383,122.95,5.93,67.8,5.56,3.31,8.87,799.3986,9.843350268,Roam,110.248526,34.004912,1101,Slope,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_13,8.08756718,20.93440066,1.075035031,105.5831884,4095.622513,1853.752801,4614.199621,3.288276603,991.1845934,33.93617528,19.38226791,780.4606058,30944.32987,7.320578846,6.913427245,14.15817448,67.60358387,11.03555092,2.488302596,4.133017439,26.87028996,15.77717715,13.15911892,0.68906464,7.69134977,0.839898283,0.140187963,5.951013344,0.474101892,4.246814476,70.73066694,70.64669229,158.7577065,11.9873638,37.13884585,5.108395094,0.964326114,4.84673941,0.513821749,2.498071059,0.460174588,1.303658147,1.220816738,0.018079198,31.60674417,34.47278085,206.668,18.97040617,97.1,5.97,74.2,4.94,4.37,9.31,1044.5204,11.31109896,Roam,110.248526,34.004912,1101,Slope,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_14,2.29500721,25.17342104,1.380542646,121.4563626,4878.040643,2399.432121,5434.105674,4.317674297,1142.706382,33.60158023,9.663232654,976.1994447,30780.48072,8.372283656,7.183128215,18.22318263,86.73537587,13.73602528,2.916883902,4.99540448,26.97562744,17.94979632,16.85951964,0.950511427,8.157230355,0.943404362,0.161944799,6.513357423,0.544865955,5.139641419,80.78673614,121.3962385,208.9627008,19.21904118,56.22372366,7.133158642,1.323244886,6.528458052,0.67825786,3.21795973,0.578158902,1.664452363,1.574778307,0.026401978,41.3971453,47.23494154,322.8764,23.78763043,159.6,5.83,80.5,8.11,3.23,11.34,990.8206,13.64973314,Roam,110.248526,34.004912,1101,Slope,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E7_1_15,16.4390904,20.38002598,1.42992047,114.378592,3983.664522,3077.467473,12930.1057,3.983069226,990.5034416,29.82746854,8.113639904,1995.539214,27569.75713,7.21541693,7.77783879,22.54872096,90.23014136,11.91945686,2.859897349,4.04227424,30.63498603,50.7416497,16.66959646,1.9512718,9.795872449,1.025771241,0.625578413,6.423496499,0.510945835,4.435270072,165.4017775,148.2516094,215.4312018,21.69096358,62.31667488,6.987274117,1.279320421,6.342770523,0.634728323,2.964094284,0.544330169,1.571842305,1.473780323,0.05580492,44.85223348,59.58038885,431.97,17.78079674,80.45,5.85,213.0,12.33,6.21,18.54,3298.218,14.1268125,Roam,110.248526,34.004912,1101,Slope,0.281037986,3916.800049,2540.800049,721.2000122,0.571153998,-2.0,22.10000038,37.04999924,-19.40999985
E8_1_5,2.96926041,12.50731525,0.664596748,138.0236496,5044.208792,2781.038621,4920.396225,4.257804971,463.8064931,34.05649197,30.24142734,249.9035168,22034.27562,10.04220491,22.81130031,38.71184124,43.94007069,5.079966952,1.821344191,7.210416123,24.01498813,20.47414105,8.940427228,1.894439568,1.351898206,0.428201703,0.330392795,3.595966298,0.9694245,3.98905048,107.1810524,18.60422819,37.53156707,4.182118676,16.0977536,3.114860686,0.65233241,2.982848699,0.385959401,1.95705426,0.348930402,0.923960019,0.75641557,0.047715188,31.29905419,5.900593063,277.9854,26.74864261,332.15,7.24,96.3,5.96,4.38,10.34,1565.0866,19.18611157,Clay,110.272063,33.69489,568,Flat,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_6,1.51328592,10.63845053,0.531332283,146.3110032,4560.618456,2609.509703,4731.344976,3.68084793,389.970787,30.18872402,26.6254597,224.1358868,19244.89461,8.784925369,20.00947642,37.04513401,38.53344628,4.396367364,1.517138707,6.051706353,20.78531558,20.78155784,7.873704945,1.259064602,1.078914807,0.325780906,0.289658691,3.172479598,0.727912074,3.325046021,95.76410163,17.49179898,35.46782681,3.942738739,14.97485959,2.86759118,0.551675995,2.705792573,0.342816743,1.725292253,0.304331082,0.806755132,0.6459428,0.030888393,18.76073204,6.018917692,306.2752,24.15844747,219.2,7.25,93.7,4.49,4.99,9.48,1791.5744,19.95640153,Clay,110.272063,33.69489,568,Flat,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_7,10.9567105,11.98750884,0.584916435,141.5682517,4961.648305,2841.847581,4820.432811,4.133012809,451.5768447,32.7747585,28.47389828,242.4793213,20983.6882,9.664863276,21.72775875,38.6599658,41.22097094,4.872109245,1.565895789,6.630965905,23.71957143,22.95435445,8.583136155,1.66000163,1.289506079,0.363369839,0.323465277,3.474447319,0.903752024,3.838887845,105.1794026,17.39376985,35.0332582,3.891188678,14.86839616,2.902526585,0.615704249,2.773955392,0.35826793,1.855740892,0.327822234,0.888764322,0.73180593,0.04274945,17.00638711,5.458721819,329.6524,29.75120802,257.4,7.26,92.7,4.69,4.35,9.04,1644.7046,22.4594823,Clay,110.272063,33.69489,568,Flat,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_8,4.66316004,13.68401726,0.631609462,142.6710871,5451.358611,3095.149362,4943.018001,4.546439832,471.8035139,36.21571559,31.10207743,263.7756364,23218.73016,10.43269152,23.70713639,41.22737252,44.09668699,5.39318428,1.653155064,7.600213561,25.55488405,22.5495464,9.467992703,1.641247998,1.299994711,0.390481752,0.304645231,3.744484727,0.806869469,4.066497962,112.8195889,19.61890649,40.15993189,4.450362965,17.00570478,3.34558744,0.662093361,3.166175576,0.418150834,2.095871931,0.367326983,0.964994754,0.791905627,0.039942458,19.7622723,6.617323506,247.324,25.67637773,202.7,7.34,103.2,8.75,6.46,15.21,1590.1578,24.54546837,Clay,110.272063,33.69489,568,Flat,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_9,1.58708779,12.4980751,0.665009575,159.2664376,5100.022028,3063.065695,5923.361665,4.057581911,446.0109336,32.67658221,28.75966587,256.8102637,21132.85947,9.615335223,22.00504122,42.58909246,44.40177923,4.825550413,1.418825911,7.217020918,23.39856153,26.24479951,8.745703122,1.814467121,1.353617455,0.426627741,0.309231288,3.479454613,0.974549599,3.797785322,116.4521045,17.91131874,37.15069612,3.992698748,15.25972538,2.935027213,0.629766973,2.80846706,0.37131538,1.930332557,0.340774907,0.926101491,0.750093005,0.045384127,16.94119857,5.649886041,326.2644,30.90358083,196.1,7.36,154.1,7.56,8.87,16.43,1631.1526,20.31934071,Clay,110.272063,33.69489,568,Flat,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_10,2.45889122,13.40629299,0.723919374,130.4429796,5174.475262,2967.762324,4534.06925,4.2797741,485.3248388,33.74512766,29.71615637,253.2974189,22222.85727,10.10089054,23.19125726,40.78961838,53.46950165,5.0835838,1.411219172,7.303073523,24.6209902,19.07403934,8.798758735,2.092800565,1.445600896,0.40871495,0.320628739,3.71183499,1.057498939,4.024114363,107.4369273,20.11286014,40.93240126,4.491273888,16.9857937,3.333863769,0.67151601,3.085080971,0.392650936,2.00564019,0.354854012,0.933015947,0.768050608,0.054151067,19.1008292,7.342842926,369.292,29.96883241,232.3,7.34,91.8,8.73,6.7,15.43,1678.0764,18.8958053,Clay,110.272063,33.69489,568,Flat,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_11,7.06227158,9.471745675,0.388014528,96.78284275,3847.378232,1917.350073,3991.935556,2.818466058,203.3945079,20.34733506,19.11883359,193.0006271,14900.4792,7.238602235,15.8473934,31.11836967,30.04970697,3.177466698,0.937019753,4.668113202,13.6865684,14.23641105,6.271104941,3.33064387,0.454733836,0.231135339,0.212964652,0.346884697,0.126680176,2.323454574,73.19631766,12.07120709,25.03315504,2.780447987,10.5848916,2.086413901,0.432266264,1.974760372,0.255540613,1.313663537,0.23714858,0.619984527,0.500333018,0.077292283,11.77882892,4.52724565,269.346,28.73333865,333.15,7.36,128.5,1.89,14.62,16.51,1392.2986,21.9854825,Clay,110.272063,33.69489,568,Flat,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_12,2.96737829,11.27148837,0.522586549,117.7916472,4560.284152,2593.363247,4590.340302,3.66762052,379.1480478,29.25321148,25.11609615,219.7974129,18903.16072,8.575552169,19.15671818,36.30689707,35.8949011,4.298105172,1.099929892,6.067984218,20.70248057,17.68272425,7.406491016,1.167811655,0.978707624,0.303504098,0.260994482,2.900576513,0.706233201,3.350849442,92.32264841,15.24718209,31.30153985,3.46771324,13.14091075,2.56729605,0.531913465,2.396688591,0.314917323,1.609508701,0.287117662,0.751924224,0.632346032,0.025852503,15.50883516,4.812911667,242.242,20.8716146,206.9,7.36,117.5,5.99,9.2,15.19,1468.0204,16.9260651,Clay,110.272063,33.69489,568,Flat,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_13,3.12595191,11.86824752,0.662778328,155.4409898,4776.595665,2921.719457,5637.2858,3.874847614,397.3083175,29.9478035,27.17103332,236.9440059,19644.71963,8.745126636,19.8712901,38.84019758,40.17727528,4.532413119,1.130554857,6.428552335,21.70997655,24.68208083,7.881853447,1.288385234,1.053242995,0.317016504,0.241041458,3.076031273,0.680255391,3.437451447,102.6892337,17.07240945,34.366486,3.761982331,14.21860954,2.791496922,0.57346353,2.595287066,0.331418513,1.71065702,0.303179707,0.804218515,0.660810975,0.02715288,16.70012718,5.764766662,271.2094,25.84211367,248.9,7.4,122.8,6.22,7.2,13.42,1519.3486,17.64359882,Clay,110.272063,33.69489,568,Flat,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_14,3.96478647,15.87397233,0.74626369,157.1657238,6367.470912,3998.738409,6294.224839,5.190466375,546.8431105,40.93991516,36.62785551,306.0784915,26190.64008,11.92160276,27.39860155,49.7760379,48.81110055,6.140350705,1.461482304,8.523489381,30.17473926,28.35206285,10.49299074,1.754899149,1.456236807,0.43161027,0.358371113,4.632650847,1.038128526,4.716871569,134.3200566,21.7895892,44.60734176,4.876470968,18.67426654,3.637305872,0.769136483,3.390869367,0.443992071,2.310516406,0.408395741,1.093659113,0.875538694,0.040693969,21.06344679,8.979051507,323.554,22.06822176,223.25,7.4,143.1,6.83,9.24,16.07,1667.743,18.0642785,Clay,110.272063,33.69489,568,Flat,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
E8_1_15,3.55238622,11.21730388,0.675781975,156.746303,4780.138229,2976.228145,5374.971864,3.664149878,402.6238143,30.22226458,26.37032364,233.857166,19867.92186,8.75925986,19.71819682,43.04695857,37.97684505,4.557024786,1.043924242,6.352186648,21.86664247,25.39477043,7.810991927,1.161607633,1.069128252,0.330661088,0.281496424,3.132097079,0.835958579,3.466869542,101.1193009,17.2184724,34.55388584,3.743122249,14.34652715,2.747075877,0.578498107,2.554851981,0.331671797,1.714190275,0.305858659,0.798806581,0.657624932,0.030869579,16.12220077,5.103848222,326.2644,25.5489022,282.7,7.49,122.1,3.56,5.46,9.02,1624.3766,19.64767779,Clay,110.272063,33.69489,568,Flat,0.33582902,5039.100098,3400.199951,818.4000244,0.527684987,1.200000048,25.39999962,41.40000153,-15.15999985
